gel-well#,plate#,well#,PlantID,LabID,Concentration in plate,Qubit ng/uL,260/280,260/230,dilution calculations:,vol.DNA(ul),vol.H20(ul),Gel?,Notes,Qubit redo0,Qubit redo1,Qubit redo2,Dilution,Qbit ng/uL of dilution,NOTES,Nanodrop concentration
,1,1A,JH0233,19_516,,361,1.85,2.31,,2.8,97.2,,faint band,282,3.5,96.5,,,,
,1,2A,KK0136,19_539,,12.8,1.82,1.44,,78.1,21.9,,faint band,,,,,,,
,1,3A,KK0132,19_542,,12.2,1.77,0.92,,82,18,,,,,,,,,
,1,4A,KK0162,19_557,,37.5,1.84,2.14,,26.7,73.3,,,,,,,,,
,1,5A,KK0169,19_560,,182,1.85,2.24,,5.5,94.5,,,,,,,,,
,1,6A,JH0171,19_589,,178,1.84,2.32,,5.6,94.4,,,,,,,,,
,1,7A,JH0251_007,21_292,,79.7,1.87,2.49,,12.5,87.5,,,,,,,,,
,1,8A,JH0251_009,21_293,,46.3,1.86,2.72,,21.6,78.4,,,,,,,,,
,1,9A,JH0251_011,21_294,,53,1.85,2.54,,18.9,81.1,,,,,,,,,
,1,10A,JH0251_012,21_295,,23.6,1.79,4.14,,42.4,57.6,,faint band; slight smear,32.8,30.5,69.5,,,,
,1,11A,JH0251_014,21_296,,59.3,1.87,2.6,,16.9,83.1,,,,,,,,,
,1,12A,JH0251_028,21_297,,30.8,1.86,2.57,,32.5,67.5,,Bright band,40.4,,292,,,,
,1,1B,JH0251_029,21_298,,32.8,1.85,2.58,,30.5,69.5,,,,,,,,,
,1,2B,62 x 62 -17,19_640,,161,1.88,2.28,,6.2,93.8,,,,,,,,,
,1,3B,62 x 62 -18,19_641,,223,1.89,2.23,,4.5,95.5,,,,,,,,,
,1,4B,62 x 62 -19,19_642,,189,1.89,2.3,,5.3,94.7,,,,,,,,,
,1,5B,62 x 62 -33,19_656,,24.2,1.77,2.14,,41.3,58.7,,,,,,,,,
,1,6B,62 x 62 -36,19_659,,54.9,1.81,2.3,,18.2,81.8,,,,,,,,,
,1,7B,62 x 62 -52,19_689,,13.5,1.86,1.54,,74.1,25.9,,,,,,,,,
,1,8B,62 x 62 -65,19_702,,38.8,1.91,2.11,,25.8,74.2,,,,,,,,,
,1,9B,62 x 62 -66,19_703,,53,1.85,2.15,,18.9,81.1,,,,,,,,,
,1,10B,62 x 62 -67,19_704,,12.7,1.9,1.43,,78.7,21.3,,,,,,,,,
,1,11B,62 x 62 -82,19_719,,25.5,1.76,1.7,,39.2,60.8,,,,,,,,,
,1,12B,62 x 62 -83,19_731,,145,1.88,2.24,,6.9,93.1,,faint band,29.8,33.6,66.4,,,,
,1,1C,62 x 62 -97,19_745,,152,1.87,2.19,,6.6,93.4,,,,,,,,,
,1,2C,62 x 62 -98,19_746,,225,1.89,2.33,,4.4,95.6,,,,,,,,,
,1,3C,62 x 62 -99,19_747,,54,1.88,2.01,,18.5,81.5,,,,,,,,,
,1,4C,62 x 62 -113,19_761,,89.2,1.86,2.01,,11.2,88.8,,,,,,,,,
,1,5C,62 x 62 -114,19_762,,82.9,1.86,2.07,,12.1,87.9,,,,,,,,,
,1,6C,62 x 62 -115,19_763,,200,1.88,2.17,,5,95,,,,,,,,,
,1,7C,62 x 62 -129,20_015,,165,1.93,2.44,,6.1,93.9,,,,,,,,,
,1,8C,62 x 62 -130,20_016,,135,1.93,2.4,,7.4,92.6,,,,,,,,,
,1,9C,62 x 62 -131,20_018,,190,1.9,2.41,,5.3,94.7,,,,,,,,,
,1,10C,62 x 62 -145,20_032,,18.6,1.9,1.49,,53.8,46.2,,,,,,,,,
,1,11C,62 x 62 -146,20_033,,18.5,1.98,1.68,,54.1,45.9,,,,,,,,,
,1,12C,62 x 62 -147,20_034,,57,1.89,2.1,,17.5,82.5,,,,,,,,,
,1,1D,62 x 62 -161,20_048,,52,1.83,1.95,,19.2,80.8,,,,,,,,,
,1,2D,62 x 62 -163,20_050,,26.8,1.77,1.67,,37.3,62.7,,,,,,,,,
,1,3D,62 x 62 -177,20_064,,57,1.84,2.01,,17.5,82.5,,,,,,,,,
,1,4D,62 x 62 -178,20_065,,40.7,1.82,1.8,,24.6,75.4,,,,,,,,,
,1,5D,62 x 62 -179,20_066,,33.9,1.85,1.81,,29.5,70.5,,,,,,,,,
,1,6D,62 x 62 -193,20_080,,70.8,1.84,1.99,,14.1,85.9,,,,,,,,,
,1,7D,62 x 62 -194,20_081,,143,1.88,2.09,,7,93,,,,,,,,,
,1,8D,62 x 62 -195,20_082,,50,1.86,2.03,,20,80,,,,,,,,,
,1,9D,62 x 62 -209,20_096,,156,1.83,2.02,,6.4,93.6,,,,,,,,,
,1,10D,62 x 62 -210,20_097,,150,1.83,2.07,,6.7,93.3,,,,,,,,,
,1,11D,62 x 62 -211,20_098,,76,1.83,1.86,,13.2,86.8,,slightly faint,32,31.3,68.8,,,,
,1,12D,62 x 62 -225,20_112,,59.8,1.85,2.26,,16.7,83.3,,,,,,,,,
,1,1E,62 x 62 -226,20_113,,60.4,1.83,2.07,,16.6,83.4,,,,,,,,,
,1,2E,62 x 62 -227,20_114,,43.6,1.75,1.57,,22.9,77.1,,faint band,22.8,43.9,56.1,,,,
,1,3E,62 x 62 -241,20_128,,67.8,1.83,2.05,,14.7,85.3,,,,,,,,,
,1,4E,62 x 62 -242,20_129,,59.4,1.86,2.24,,16.8,83.2,,,,,,,,,
,1,5E,62 x 62 -243,20_130,,63.2,1.87,2.29,,15.8,84.2,,,,,,,,,
,1,6E,62 x 62 -257,20_144,,67.8,1.8,1.86,,14.7,85.3,,,,,,,,,
,1,7E,62 x 62 -258,20_145,,67.8,1.83,2.14,,14.7,85.3,,,,,,,,,
,1,8E,62 x 62 -259,20_146,,76.4,1.83,1.92,,13.1,86.9,,,,,,,,,
,1,9E,62 x 62 -273,20_160,,104,1.88,2.24,,9.6,90.4,,,,,,,,,
,1,10E,62 x 62 -274,20_161,,51.8,1.9,2.04,,19.3,80.7,,faint band,29.3,34.1,65.9,,,,
,1,11E,62 x 62 -275,20_162,,97.4,1.88,2.28,,10.3,89.7,,,,,,,,,
,1,12E,62 x 62 -290,20_177,,77.6,1.87,2.09,,12.9,87.1,,,,,,,,,
,1,1F,62 x 62 -291,20_178,,70.8,1.87,2.17,,14.1,85.9,,,,,,,,,
,1,2F,62 x 62 -305,20_192,,81.4,1.83,1.86,,12.3,87.7,,faint band,44.6,22.4,77.6,,,,
,1,3F,62 x 62 -306,20_193,,48.8,1.75,1.23,,20.5,79.5,,faint band,19.3,51.8,48.2,,,,
,1,4F,62 x 62 -307,20_194,,40.8,1.72,1.36,,24.5,75.5,,faint band,12.2,82,18,,,,
,1,5F,62 x 62 -321,20_208,,53.4,1.83,2.17,,18.7,81.3,,faint band,35,28.6,71.4,,,,
,1,6F,62 x 62 -322,20_209,,55.6,1.82,2.09,,18,82,,,,,,,,,
,1,7F,62 x 62 -323,20_210,,45.6,1.76,1.72,,21.9,78.1,,faint band,30.3,33,67,,,,
,1,8F,62 x 62 -337,20_224,,64.6,1.89,2.03,,15.5,84.5,,,,,,,,,
,1,9F,62 x 62 -338,20_225,,61.8,1.87,1.98,,16.2,83.8,, faint band,39.9,25.1,74.9,,,,
,1,10F,62 x 62 -339,20_226,,63.8,1.87,2.02,,15.7,84.3,,,,,,,,,
,1,11F,62 x 62 -353,20_240,,54.4,1.87,1.95,,18.4,81.6,,,,,,,,,
,1,12F,62 x 62 -355,20_242,,42,1.73,1.38,,23.8,76.2,,faint band,20.8,48.1,51.9,,,,
,1,1G,62 x 62 -369,20_256,,38.8,1.79,1.64,,25.8,74.2,,faint band,30,33.3,66.7,,,,
,1,2G,62 x 62 -370,20_257,,21.6,1.69,1.04,,46.3,53.7,,faint band,13,76.9,23.1,,,,
,1,3G,62 x 62 -371,20_258,,41.6,1.81,1.81,,24,76,,,,,,,,,
,1,4G,62 x 62 -162,21_018,,44.2,1.89,2.04,,22.6,77.4,,Slightly smearing ,,,,,,,
,1,5G,39 x 39 -99,21_047,,52,1.89,2.21,21-047,19.2,80.8,,,,,,,,,
,1,6G,39 x 39 -83,21_053,,19.5,1.91,2.24,21-053,51.3,48.7,,Bright and smear,66.8,,545,,,,
,1,7G,39 x 39 -82,21_054,,26,1.92,2.29,21-054,38.5,61.5,,Bright and slight smear,79.1,,663,,,,
,1,8G,62 x 62 -81,21_065,,41.8,1.85,2.01,21-065,23.9,76.1,,,,,,,,,
,1,9G,62 x 62 -55,21_093,,191,1.92,2.25,21-093,5.2,94.8,,,,,,,,,
,1,10G,39 x 39 -17,21_132,,59,1.86,2.4,,16.9,83.1,,Bright band; qubit=dilution,29.2,,184.3,,,,
,1,11G,39 x 39 -18,21_133,,59,1.87,2.39,,16.9,83.1,,Bright band; qubit=dilution,48.4,,369,,,,
,1,12G,39 x 39 -19,21_134,,54,1.86,2.35,,18.5,81.5,,Bright band; qubit=dilution,47.6,,353,,,,
,1,1H,39 x 39 -33,21_137,,59,1.85,2.41,,16.9,83.1,,,,,,,,,
,1,2H,39 x 39 -35,21_144,,22.1,1.88,2.21,,45.2,54.8,,Bright band ,58.1,,462,,,,
,1,3H,39 x 39 -49,21_154,,26.1,1.9,2.38,,38.3,61.7,,Bright band !!!!!,46.3,21.6,78.4,,,,
,1,4H,39 x 39 -50,21_155,,17.1,1.87,2.23,,58.5,41.5,,"Very bright, big concentration",56,,442,,,,
,1,5H,39 x 39 -51,21_156,,114,1.87,2.19,,8.8,91.2,,faint band,131,7.6,92.4,,,,
,1,6H,39 x 39 -66,21_160,,20.2,1.86,2.23,,49.5,50.5,,Bright and smear,102,,883,,,,
,1,7H,39 x 39 -67,21_161,,98.6,1.84,2.04,,10.1,89.9,,,,,,,,,
,1,8H,39 x 39 -68,21_162,,23.8,1.85,2.24,,42,58,,Bright and smear,80.4,,676,,,,
,1,9H,39 x 39 -113,21_183,,82.6,1.8,2.25,,12.1,87.9,,No band,12.5,80,20,,,,
,1,10H,39 x 39 -114,21_184,,139,1.84,2.22,,7.2,92.8,,No band,19.7,50.8,49.2,,,,
,1,11H,39 x 39 -115,21_185,,156,1.75,2.28,,6.4,93.6,,No band ,24.5,40.8,59.2,,,,
,1,12H,39 x 39 -129,21_197,,76.3,1.98,2.25,,13.1,86.9,,faint band,,,,,,,
1,2,A1,62 x 62 -1,19_624,,78.6,1.86,2.18,,,,,,,,,1:10,7.86,,
2,2,B1,62 x 62 -2,19_625,,199,1.87,2.32,,,,,,,,,1:10,19.9,,
3,2,C1,62 x 62 -3,19_626,,138,1.88,2.29,,,,,,,,,1:10,13.8,,
4,2,D1,62 x 62 -4,19_627,,81.2,1.87,2.16,,,,,,,,,1:10,8.12,,
5,2,E1,62 x 62 -5,19_628,,190,1.87,2.32,,,,,,,,,1:10,19,,
6,2,F1,62 x 62 -6,19_629,,51.2,1.87,1.88,,,,,,,,,1:10,5.12,,
7,2,G1,62 x 62 -7,19_630,,60.5,1.86,2.09,,,,,,,,,1:10,6.05,,
8,2,H1,62 x 62 -8,19_631,,29.2,1.87,1.87,,,,,,,,,1:10,2.92,,
9,2,A2,62 x 62 -9,19_632,,65.8,1.85,2.14,,,,,,,,,1:10,6.58,,
10,2,B2,62 x 62 -10,19_633,,50,1.86,2.05,,,,,,,,,1:10,5,,
11,2,C2,62 x 62 -11,19_634,,53.1,1.87,2,,,,,,,,,1:10,5.31,,
12,2,D2,62 x 62 -12,19_635,,30.1,1.86,1.94,,,,,,,,,1:10,3.01,,
13,2,E2,62 x 62 -13,19_636,,60.3,1.86,2.08,,,,,,,,,1:10,6.03,,
14,2,F2,62 x 62 -14,19_637,,94.6,1.84,2.17,,,,,,,,,1:10,9.46,,
15,2,G2,62 x 62 -15,19_638,,59.8,1.8,1.94,,,,,,,,,1:10,5.98,,
16,2,H2,62 x 62 -16,19_639,,83.9,1.86,2.15,,,,,,,,,1:10,8.39,,
17,2,A3,62 x 62 -20,19_643,,120,1.87,2.18,,,,,,,,,1:10,12,,
18,2,B3,62 x 62 -21,19_644,,97.8,1.91,2.23,,,,,,,,,1:10,9.78,,
19,2,C3,62 x 62 -22,19_645,,174,1.9,2.3,,,,,,,,,1:10,17.4,,
20,2,D3,62 x 62 -23,19_646,,227,1.89,2.32,,,,,,,,,1:10,22.7,,
21,2,E3,62 x 62 -24,19_647,,233,1.91,2.32,,,,,,,,,1:10,23.3,,
22,2,F3,62 x 62 -25,19_648,,17,1.74,1.98,,,,,,,,,1:10,1.7,,
23,2,G3,62 x 62 -26,19_649,,48.3,1.85,2.18,,,,,,,,,1:10,4.83,,
24,2,H3,62 x 62 -29,19_652,,10.4,1.63,1.42,,,,,,,,,1:10,1.04,,
25,2,A4,62 x 62 -30,19_653,,21.3,1.76,2.01,,,,,,,,,1:10,2.13,,
26,2,B4,62 x 62 -31,19_654,,25.9,1.79,2.23,,,,,,,,,1:10,2.59,,
27,2,C4,62 x 62 -32,19_655,,31.5,1.77,2.22,,,,,,,,,1:10,3.15,,
28,2,D4,62 x 62 -38,19_661,,25.3,1.75,2.19,,,,,,,,,1:10,2.53,,
29,2,E4,62 x 62 -39,19_662,,30,1.75,1.98,,,,,,,,,1:10,3,,
30,2,F4,BLANK,blank1,,,,,,,,,,,,,,,,
31,2,G4,62 x 62 -42,19_665,,18.6,1.68,2.06,,,,,,,,,1:10,1.86,,
32,2,H4,62 x 62 -158,21_021,,51,1.87,2.33,,,,,,,,,,,Filler,
33,2,A5,62 x 62 -61,21_022,,40.8,1.81,2.21,,,,,,,,,,,Filler,
34,2,B5,62 x 62 -64,21_023,,38,1.72,1.57,,,,,,,,,,,Filler,
35,2,C5,39 x 39 -91,21_050,,175,1.88,2.09,,,,,,,,,1:10,17.5,Filler,
36,2,D5,39 x 39 -107,21_025,,High,1.89,2.23,,,,,,,,,1:10,63.6,Filler,
37,2,E5,39 x 39 -114,21_026,,High,1.89,2.29,,,,,,,,,1:10,11.5,Filler,
38,2,F5,39 x 39 -106,21_027,,High,1.89,2.32,,,,,,,,,1:10,54.5,Filler,
39,2,G5,39 x 39 -117,21_028,,High,1.89,2.27,,,,,,,,,1:10,20.7,Filler,
40,2,H5,62 x 62 -72,19_709,,85,1.87,2.16,,,,,,,,,1:10,8.5,,
41,2,A6,39 x 39 -123,21_029,,High,1.9,2.35,,,,,,,,,1:10,11.3,Filler,
42,2,B6,39 x 39 -121,21_030,,High,1.82,1.31,,,,,,,,,1:10,27.9,Filler,
43,2,C6,62 x 62 -75,19_712,,30.9,1.8,1.83,,,,,,,,,,,,
44,2,D6,39 x 39 -119,21_031,,High,1.73,1.02,,,,,,,,,1:10,20.6,Filler,
45,2,E6,62 x 62 -78,19_715,,44.9,1.8,1.89,,,,,,,,,,,,
46,2,F6,39 x 39 -129,21_032,,32,1.73,1.18,,,,,,,,,,,Filler,
47,2,G6,39 x 39 -116,21_033,,89.8,1.62,0.79,,,,,,,,,,,Filler,
48,2,H6,62 x 62 -85,19_733,,53,1.87,1.97,,,,,,,,,,,,
49,2,A7,39 x 39 -131,21_034,,114,1.88,2.12,,,,,,,,,1:10,10.8,Filler,
50,2,B7,62 x 62 -87,19_735,,60,1.86,2.07,,,,,,,,,,,,
51,2,C7,62 x 62 -88,19_736,,52,1.84,2,,,,,,,,,,,,
52,2,D7,39 x 39 -115,21_035,,High,1.9,2.29,,,,,,,,,1:10,8.62,Filler,
53,2,E7,62 x 62 -90,19_738,,28.9,1.84,1.73,,,,,,,,,,,,
54,2,F7,62 x 62 -91,19_739,,308,1.88,2.32,,,,,,,,,1:10,30.8,,
55,2,G7,62 x 62 -92,19_740,,143,1.88,2.24,,,,,,,,,1:10,14.3,,
56,2,H7,62 x 62 -93,19_741,,164,1.89,2.27,,,,,,,,,1:10,16.4,,
57,2,A8,62 x 62 -94,19_742,,184,1.88,2.33,,,,,,,,,1:10,18.4,,
58,2,B8,62 x 62 -95,19_743,,110,1.91,2.23,,,,,,,,,1:10,11,,
59,2,C8,62 x 62 -96,19_744,,191,1.89,2.27,,,,,,,,,1:10,19.1,,
60,2,D8,62 x 62 -100,19_748,,219,1.87,2.3,,,,,,,,,1:10,21.9,,
61,2,E8,62 x 62 -101,19_749,,52,1.84,2.01,,,,,,,,,,,,
62,2,F8,62 x 62 -102,19_750,,37.8,1.84,1.85,,,,,,,,,,,,
63,2,G8,62 x 62 -103,19_751,,214,1.87,2.28,,,,,,,,,1:10,21.4,,
64,2,H8,62 x 62 -104,19_752,,221,1.88,2.37,,,,,,,,,1:10,22.1,,
65,2,A9,62 x 62 -105,19_753,,204,1.89,2.35,,,,,,,,,1:10,20.4,,
66,2,B9,62 x 62 -106,19_754,,166,1.87,2.18,,,,,,,,,1:10,16.6,,
67,2,C9,62 x 62 -107,19_755,,88.5,1.86,1.96,,,,,,,,,1:10,8.85,,
68,2,D9,62 x 62 -108,19_756,,225,1.88,2.38,,,,,,,,,1:10,22.5,,
69,2,E9,62 x 62 -109,19_757,,408,1.89,2.4,,,,,,,,,1:10,40.8,,
70,2,F9,62 x 62 -110,19_758,,77.2,1.87,2.13,,,,,,,,,1:10,7.72,,
71,2,G9,62 x 62 -111,19_759,,297,1.89,2.38,,,,,,,,,1:10,29.7,,
72,2,H9,62 x 62 -112,19_760,,242,1.88,2.32,,,,,,,,,1:10,24.2,,
73,2,A10,62 x 62 -116,20_001,,75.8,1.88,2.43,,,,,,,,,1:10,7.58,,
74,2,B10,62 x 62 -125,20_10,,83.7,1.91,2.25,,,,,,,,,1:10,8.37,,
75,2,C10,39 x 39 -87,21_051,,59,1.89,2.13,,,,,,,,,,,Filler,
76,2,D10,62 x 62 -213,20_100,,90,1.82,1.84,,,,,,,,,1:10,9,,
77,2,E10,62 x 62 -214,20_101,,135,1.82,1.96,,,,,,,,,1:10,13.5,,
78,2,F10,62 x 62 -215,20_102,,38,1.8,1.76,,,,,,,,,1:10,3.8,,
79,2,G10,62 x 62 -216,20_103,,58,1.79,1.65,,,,,,,,,1:10,5.8,,
80,2,H10,62 x 62 -217,20_104,,98,1.82,1.99,,,,,,,,,1:10,9.8,,
81,2,A11,62 x 62 -218,20_105,,51,1.87,1.78,,,,,,,,,1:10,5.1,,
82,2,B11,62 x 62 -219,20_106,,42.8,1.74,1.66,,,,,,,,,1:10,,,
83,2,C11,62 x 62 -220,20_107,,39.6,1.83,1.5,,,,,,,,,1:10,,,
84,2,D11,62 x 62 -221,20_108,,57.2,1.83,2.12,,,,,,,,,1:10,,,
85,2,E11,62 x 62 -222,20_109,,53.2,1.85,2.19,,,,,,,,,1:10,,,
86,2,F11,62 x 62 -223,20_110,,57.8,1.84,2.21,,,,,,,,,,,,
87,2,G11,62 x 62 -224,20_111,,59.2,1.83,2.29,,,,,,,,,1:10,,,
88,2,H11,62 x 62 -228,20_115,,51.4,1.78,1.7,,,,,,,,,1:10,,,
89,2,A12,62 x 62 -229,20_116,,53.4,1.82,2.06,,,,,,,,,1:10,,,
90,2,B12,62 x 62 -230,20_117,,52,1.8,1.9,,,,,,,,,1:10,,,
91,2,C12,62 x 62 -231,20_118,,44.4,1.77,1.81,,,,,,,,,1:10,,,
92,2,D12,62 x 62 -232,20_119,,45,1.82,2.08,,,,,,,,,,,,
93,2,E12,62 x 62 -233,20_120,,33.6,1.66,1.24,,,,,,,,,1:10,,,
94,2,F12,62 x 62 -234,20_121,,41.2,1.74,1.75,,,,,,,,,1:10,,,
95,2,G12,62 x 62 -235,20_122,,43,1.77,1.8,,,,,,,,,1:10,,,
96,2,H12,62 x 62 -236,20_123,,39.8,1.81,2.07,,,,,,,,,1:10,,,
1,3,A1,62 x 62 -237,20_124,,37.6,1.83,1.66,,,,,,,,,,,,
2,3,B1,62 x 62 -238,20_125,,73.4,1.85,2.01,,,,,,,,,,,,
3,3,C1,62 x 62 -239,20_126,,70.4,1.85,2.1,,,,,,,,,,,,
4,3,D1,62 x 62 -240,20_127,,61.8,1.87,2.25,,,,,,,,,,,,
5,3,E1,62 x 62 -127,20_13,,59,1.91,2.43,,,,,,,,,,,dilute and revisualize,
6,3,F1,67 x 62 -244,20_131,,60.8,1.84,1.97,,,,,,,,,,,,
7,3,G1,62 x 62 -245,20_132,,36.4,1.8,1.87,,,,,,,,,,,,
8,3,H1,62 x 62 -246,20_133,,56.8,1.82,2.13,,,,,,,,,,,,
9,3,A2,62 x 62 -247,20_134,,60.4,1.84,2.14,,,,,,,,,,,dilute and revisualize,
10,3,B2,62 x 62 -248,20_135,,64.8,1.84,2.19,,,,,,,,,,,dilute and revisualize,
11,3,C2,62 x 62 -249,20_136,,66.2,1.84,2.12,,,,,,,,,,,dilute and revisualize,
12,3,D2,62 x 62 -250,20_137,,67.2,1.86,2.24,,,,,,,,,,,,
13,3,E2,62 x 62 -251,20_138,,65.2,1.82,1.86,,,,,,,,,** difficulty loading gel,,,
14,3,F2,62 x 62 -252,20_139,,68,1.86,2.28,,,,,,,,,,,,
15,3,G2,62 x 62 -128,20_14,,58,1.92,2.39,,,,,,,,,,,dilute and revisualize,
16,3,H2,62 x 62 -253,20_140,,68,1.86,2.28,,,,,,,,,,,dilute and revisualize,
17,3,A3,62 x 62 -254,20_141,,67,1.85,2.3,,,,,,,,,,,dilute and revisualize,
18,3,B3,62 x 62 -255,20_142,,66.2,1.84,2.08,,,,,,,,,,,dilute and revisualize,
19,3,C3,62 x 62 -256,20_143,,60.8,1.82,1.92,,,,,,,,,,,,
20,3,D3,62 x 62 -260,20_147,,72.4,1.81,1.95,,,,,,,,,,,,
21,3,E3,62 x 62 -261,20_148,,77.2,1.85,2.21,,,,,,,,,,,,
22,3,F3,62 x 62 -262,20_149,,69.8,1.8,1.8,,,,,,,,,,,,
23,3,G3,62 x 62 -263,20_150,,22.4,1.76,1.42,,,,,,,,,,,,
24,3,H3,62 x 62 -264,20_151,,64.4,1.82,1.97,,,,,,,,,,,,
25,3,A4,62 x 62 -265,20_152,,52.2,1.81,1.76,,,,,,,,,,,,
26,3,B4,62 x 62 -266,20_153,,57,1.82,1.93,,,,,,,,,,,,
27,3,C4,62 x 62 -267,20_154,,58,1.84,2.02,,,,,,,,,,,dilute and revisualize,
28,3,D4,62 x 62 -268,20_155,,58.4,1.83,1.82,,,,,,,,,,,,
29,3,E4,62 x 62 -269,20_156,,60.6,1.83,2.07,,,,,,,,,,,,
30,3,F4,62 x 62 -270,20_157,,55.4,1.84,2.01,,,,,,,,,,,,
31,3,G4,62 x 62 -271,20_158,,50,1.82,1.91,,,,,,,,,,,,
32,3,H4,62 x 62 -272,20_159,,93,1.88,2,,,,,,,,,,,,
33,3,A5,62 x 62 -276,20_163,,60.4,1.87,2.27,,,,,,,,,,,,
34,3,B5,62 x 62 -277,20_164,,23.8,1.9,0.95,,,,,,,,,,,,
35,3,C5,62 x 62 -279,20_166,,77.6,1.86,2.13,,,,,,,,,,,,
36,3,D5,62 x 62 -280,20_167,,86.4,1.87,2.33,,,,,,,,,,,dilute and revisualize,
37,3,E5,62 x 62 -292,20_179,,77.4,1.82,1.81,,,,,,,,,,,,
38,3,F5,62 x 62 -293,20_180,,73.2,1.86,2.15,,,,,,,,,,,,
39,3,G5,62 x 62 -294,20_181,,71.8,1.82,1.9,,,,,,,,,,,,
40,3,H5,62 x 62 -295,20_182,,76.2,1.86,2.09,,,,,,,,,,,,
41,3,A6,62 x 62 -296,20_183,,67.6,1.83,1.87,,,,,,,,,,,,
42,3,B6,62 x 62 -297,20_184,,62.8,1.87,2.12,,,,,,,,,,,,
43,3,C6,62 x 62 -298,20_185,,58,1.8,1.83,,,,,,,,,,,,
44,3,D6,62 x 62 -299,20_186,,59.8,1.87,2.04,,,,,,,,,,,,
45,3,E6,62 x 62 -300,20_187,,73.2,1.85,1.9,,,,,,,,,,,,
46,3,F6,62 x 62 -301,20_188,,69.6,1.84,1.75,,,,,,,,,,,,
47,3,G6,62 x 62 -302,20_189,,73.2,1.87,1.88,,,,,,,,,,,,
48,3,H6,62 x 62 -132,20_19,,87.1,1.94,2.36,,,,,,,,,1:10,8.71,,
49,3,A7,62 x 62 -303,20_190,,65.2,1.89,1.96,,,,,,,,,,,,
50,3,B7,62 x 62 -304,20_191,,68,1.85,1.76,,,,,,,,,,,,
51,3,C7,62 x 62 -308,20_195,,65,1.84,2.18,,,,,,,,,,,,
52,3,D7,62 x 62 -309,20_196,,47.6,1.77,2.15,,,,,,,,,,,,
53,3,E7,62 x 62 -310,20_197,,57.8,1.85,2.3,,,,,,,,,,,,
54,3,F7,62 x 62 -311,20_198,,59.8,1.85,2.29,,,,,,,,,,,,
55,3,G7,62 x 62 -312,20_199,,57.8,1.87,2.34,,,,,,,,,,,,
56,3,H7,62 x 62 -117,20_2,,309,1.89,2.41,,,,,,,,,1:10,30.9,,
57,3,A8,62 x 62 -133,20_20,,19.7,1.94,2.11,,,,,,,,,,,,
58,3,B8,62 x 62 -313,20_200,,33.2,1.73,1.68,,,,,,,,,,,,
59,3,C8,62 x 62 -314,20_201,,44.4,1.8,2.14,,,,,,,,,,,,
60,3,D8,62 x 62 -315,20_202,,56.8,1.86,2.31,,,,,,,,,,,,
61,3,E8,62 x 62 -316,20_203,,60.2,1.86,2.33,,,,,,,,,,,,
62,3,F8,62 x 62 -317,20_204,,56.4,1.85,2.3,,,,,,,,,,,,
63,3,G8,62 x 62 -318,20_205,,51,1.82,2.08,,,,,,,,,,,,
64,3,H8,62 x 62 -319,20_206,,55.6,1.82,1.26,,,,,,,,,,,,
65,3,A9,62 x 62 -320,20_207,,57.8,1.83,2.07,,,,,,,,,,,,
66,3,B9,62 x 62 -134,20_21,,29.6,2.02,2.34,,,,,,,,,,,,
67,3,C9,62 x 62 -324,20_211,,51.2,1.81,2.05,,,,,,,,,,,,
68,3,D9,62 x 62 -325,20_212,,38,1.73,1.48,,,,,,,,,,,,
69,3,E9,62 x 62 -326,20_213,,76.4,1.81,1.73,,,,,,,,,,,,
70,3,F9,62 x 62 -327,20_214,,82.4,1.85,2.02,,,,,,,,,,,,
71,3,G9,62 x 62 -328,20_215,,77,1.82,1.88,,,,,,,,,,,,
72,3,H9,62 x 62 -329,20_216,,84.2,1.83,2.07,,,,,,,,,,,,
73,3,A10,62 x 62 -330,20_217,,57.2,1.78,1.66,,,,,,,,,,,,
74,3,B10,62 x 62 -331,20_218,,74.4,1.76,1.21,,,,,,,,,,,,
75,3,C10,62 x 62 -332,20_219,,82.4,1.84,1.97,,,,,,,,,,,,
76,3,D10,62 x 62 -135,20_22,,42.3,1.93,2.35,,,,,,,,,,,,
77,3,E10,62 x 62 -333,20_220,,47.2,1.74,1.35,,,,,,,,,,,,
78,3,F10,62 x 62 -334,20_221,,56.4,1.75,1.44,,,,,,,,,,,,
79,3,G10,62 x 62 -335,20_222,,43.2,1.75,1.38,,,,,,,,,,,,
80,3,H10,62 x 62 -336,20_223,,62.4,1.9,2.09,,,,,,,,,,,,
81,3,A11,62 x 62 -340,20_227,,61.4,1.89,2.04,,,,,,,,,,,,
82,3,B11,62 x 62 -341,20_228,,63.6,1.89,1.87,,,,,,,,,,,,
83,3,C11,62 x 62 -342,20_229,,60.4,1.89,1.86,,,,,,,,,,,,
84,3,D11,62 x 62 -136,20_23,,58,1.93,2.37,,,,,,,,,,,,
85,3,E11,62 x 62 -343,20_230,,54.4,1.89,1.98,,,,,,,,,,,,
86,3,F11,62 x 62 -344,20_231,,60.4,1.89,2.13,,,,,,,,,,,,
87,3,G11,62 x 62 -345,20_232,,56.4,1.88,2.04,,,,,,,,,,,,
88,3,H11,62 x 62 -346,20_233,,62,1.85,1.82,,,,,,,,,,,,
89,3,A12,62 x 62 -347,20_234,,59.8,1.88,2.08,,,,,,,,,,,,
90,3,B12,62 x 62 -348,20_235,,52.6,1.85,1.77,,,,,,,,,,,,
